review_id,listing_id,user_id,review_text
R00579,L0122,U0033,"Wonderful host, beautiful space in Design District. Loved having BBQ grill available. Will be back!"
R00580,L0122,U0033,Beautiful apartment in a great part of Miami. The host thought of everything. Five stars all around.
R00581,L0122,U0131,Beautiful apartment in a great part of Miami. The host thought of everything. Five stars all around.
R00582,L0123,U0084,The Gym access was great but the bathroom could use some work. Neighborhood is lively which is a plus and a minus.
R00583,L0123,U0050,Pretty good overall. Close to Coconut Grove Metrorail which was essential. Would have liked more kitchen supplies.
R00584,L0123,U0050,One of the best Airbnbs we have stayed at. The location near Coconut Grove Metrorail made getting around so easy.
R00585,L0123,U0050,Stayed here for a week and loved every minute. South Beach has so much character. Great coffee shops nearby.
R00586,L0124,U0100,Good location near Belmont L but the apartment was smaller than expected. The Pet friendly was nice though.
R00587,L0124,U0195,Super cozy place with all the amenities you could want. River North is such a fun area to explore.
R00588,L0125,U0150,Fantastic place for a family getaway. The Coffee maker was a highlight and the neighborhood felt very safe.
R00589,L0125,U0246,Stayed here for a week and loved every minute. Lower East Side has so much character. Great coffee shops nearby.
R00590,L0125,U0135,Fantastic place for a family getaway. The Coffee maker was a highlight and the neighborhood felt very safe.
R00591,L0125,U0140,Pretty good overall. Close to Times Sq-42nd St which was essential. Would have liked more kitchen supplies.
R00592,L0125,U0107,Average Airbnb experience. Clean and safe area in Lower East Side. Nothing special but nothing bad either.
R00593,L0126,U0144,Average Airbnb experience. Clean and safe area in Park Slope. Nothing special but nothing bad either.
R00594,L0126,U0144,"Wonderful host, beautiful space in Park Slope. Loved having Dishwasher available. Will be back!"
R00595,L0126,U0144,Pretty good overall. Close to Jay St-MetroTech which was essential. Would have liked more kitchen supplies.
R00596,L0126,U0144,"Wonderful host, beautiful space in Park Slope. Loved having Dishwasher available. Will be back!"
R00597,L0126,U0144,"Exactly as described. Clean, spacious, and the Dishwasher was a nice touch. Great value for New York."
R00598,L0126,U0144,Solid place to stay for the price. Getting to Times Square took longer than expected but otherwise no complaints.
R00599,L0126,U0144,Solid place to stay for the price. Getting to Times Square took longer than expected but otherwise no complaints.
R00600,L0126,U0144,Too far from public transit. The walk to Jay St-MetroTech was much longer than the listing claimed.
R00601,L0127,U0148,"Wonderful host, beautiful space in North End. Loved having Heating available. Will be back!"
R00602,L0127,U0046,Perfect for our family trip. Close to Boston Common and the host was incredibly responsive. Highly recommend.
R00603,L0127,U0189,Decent stay overall. North End is a great area but the listing could use some updating. Still decent value.
R00604,L0127,U0046,Amazing stay! We could walk to Boston Common in under 15 minutes. The apartment had everything we needed.
R00605,L0127,U0189,This was our second time booking this place and it was just as great. Love the North End area.
R00606,L0127,U0148,"Exactly as described. Clean, spacious, and the Heating was a nice touch. Great value for Boston."
R00607,L0128,U0033,Super cozy place with all the amenities you could want. Design District is such a fun area to explore.
R00608,L0128,U0155,"Exactly as described. Clean, spacious, and the Free parking was a nice touch. Great value for Miami."
R00609,L0128,U0033,Stayed here for a week and loved every minute. Design District has so much character. Great coffee shops nearby.
R00610,L0128,U0155,Average Airbnb experience. Clean and safe area in Design District. Nothing special but nothing bad either.
R00611,L0128,U0155,Nice host and good communication. The space itself was okay but not extraordinary for the price in Miami.
R00612,L0128,U0085,This was our second time booking this place and it was just as great. Love the Design District area.
R00613,L0129,U0141,Average Airbnb experience. Clean and safe area in Harlem. Nothing special but nothing bad either.
R00614,L0129,U0193,Decent stay overall. Harlem is a great area but the listing could use some updating. Still decent value.
R00615,L0130,U0202,One of the best Airbnbs we have stayed at. The location near Park Street made getting around so easy.
R00616,L0130,U0164,Loved this place! The neighborhood (Cambridge) was vibrant and walkable. Dishwasher made the stay so comfortable.
R00617,L0130,U0202,This was our second time booking this place and it was just as great. Love the Cambridge area.
R00618,L0130,U0202,Good location near Park Street but the apartment was smaller than expected. The Dishwasher was nice though.
R00619,L0130,U0202,Spacious and well-maintained. Walking distance to Park Street and several great restaurants. Highly recommend for anyone visiting Boston.
R00620,L0130,U0202,One of the best Airbnbs we have stayed at. The location near Park Street made getting around so easy.
R00621,L0130,U0164,"Great location, just 14 minutes from Park Street. The Dishwasher was a huge plus. Would definitely stay here again!"
R00622,L0130,U0202,Spacious and well-maintained. Walking distance to Park Street and several great restaurants. Highly recommend for anyone visiting Boston.
R00623,L0131,U0051,Spacious and well-maintained. Walking distance to Charles/MGH and several great restaurants. Highly recommend for anyone visiting Boston.
R00624,L0131,U0188,"Wonderful host, beautiful space in Cambridge. Loved having Gym access available. Will be back!"
R00625,L0131,U0133,The place was clean and functional. Not as close to Harvard Yard as I expected but transit was accessible.
R00626,L0131,U0205,Beautiful apartment in a great part of Boston. The host thought of everything. Five stars all around.
R00627,L0132,U0076,Stayed here for a week and loved every minute. East Village has so much character. Great coffee shops nearby.
R00628,L0132,U0203,Super cozy place with all the amenities you could want. East Village is such a fun area to explore.
R00629,L0132,U0076,Spacious and well-maintained. Walking distance to Atlantic Ave-Barclays and several great restaurants. Highly recommend for anyone visiting New York.
R00630,L0132,U0098,Pretty good overall. Close to Atlantic Ave-Barclays which was essential. Would have liked more kitchen supplies.
R00631,L0132,U0076,This was our second time booking this place and it was just as great. Love the East Village area.
R00632,L0132,U0076,The space was immaculate and the location is unbeatable. Easy access to Central Park and great local dining.
R00633,L0132,U0149,Perfect for our family trip. Close to Central Park and the host was incredibly responsive. Highly recommend.
R00634,L0133,U0216,Beautiful apartment in a great part of New York. The host thought of everything. Five stars all around.
R00635,L0133,U0059,Loved this place! The neighborhood (Midtown Manhattan) was vibrant and walkable. Air conditioning made the stay so comfortable.
R00636,L0133,U0018,"Great location, just 20 minutes from Atlantic Ave-Barclays. The Air conditioning was a huge plus. Would definitely stay here again!"
R00637,L0133,U0059,Couldn't have asked for a better stay. The Air conditioning was perfect and Rockefeller Center was right around the corner.
R00638,L0133,U0216,Solid place to stay for the price. Getting to Rockefeller Center took longer than expected but otherwise no complaints.
R00639,L0134,U0111,Perfect for our business trip. Close to Millennium Park and the host was incredibly responsive. Highly recommend.
R00640,L0134,U0185,"Great location, just 15 minutes from Jackson L. The BBQ grill was a huge plus. Would definitely stay here again!"
R00641,L0134,U0185,Good location near Jackson L but the apartment was smaller than expected. The BBQ grill was nice though.
R00642,L0134,U0185,Stayed here for a week and loved every minute. Gold Coast has so much character. Great coffee shops nearby.
R00643,L0134,U0174,Beautiful apartment in a great part of Chicago. The host thought of everything. Five stars all around.
R00644,L0135,U0096,Host was unresponsive when we had an issue with the lock. Took over 4 hours to resolve. Frustrating experience.
R00645,L0135,U0200,Amazing stay! We could walk to Freedom Trail in under 15 minutes. The apartment had everything we needed.
R00646,L0135,U0011,Couldn't have asked for a better stay. The Dryer was perfect and Freedom Trail was right around the corner.
R00647,L0135,U0200,The space was immaculate and the location is unbeatable. Easy access to Freedom Trail and great local dining.
R00648,L0136,U0009,Spacious and well-maintained. Walking distance to Civic Center Metrorail and several great restaurants. Highly recommend for anyone visiting Miami.
R00649,L0136,U0033,Not worth the price for Miami. The Patio was broken and it took days to get a response from the host.
R00650,L0136,U0043,Amazing stay! We could walk to Key Biscayne Beach in under 15 minutes. The apartment had everything we needed.
R00651,L0136,U0009,Loved this place! The neighborhood (Midtown) was vibrant and walkable. Patio made the stay so comfortable.
R00652,L0136,U0043,Perfect for our business trip. Close to Key Biscayne Beach and the host was incredibly responsive. Highly recommend.
R00653,L0137,U0049,Decent stay overall. Old Town is a great area but the listing could use some updating. Still decent value.
R00654,L0137,U0226,"Wonderful host, beautiful space in Old Town. Loved having Patio available. Will be back!"
R00655,L0137,U0092,Loved this place! The neighborhood (Old Town) was vibrant and walkable. Patio made the stay so comfortable.
R00656,L0137,U0137,Stayed here for a week and loved every minute. Old Town has so much character. Great coffee shops nearby.
R00657,L0137,U0075,Fine for a short stay. The Patio worked well but the street noise at night was noticeable.
R00658,L0138,U0073,Good location near Canal St but the apartment was smaller than expected. The EV charger was nice though.
R00659,L0138,U0202,This was our second time booking this place and it was just as great. Love the Chelsea area.
R00660,L0138,U0186,One of the best Airbnbs we have stayed at. The location near Canal St made getting around so easy.
R00661,L0138,U0073,Fine for a short stay. The EV charger worked well but the street noise at night was noticeable.
R00662,L0139,U0137,"Noisy, cramped, and overpriced. I expected much better based on the reviews. Would not book again."
R00663,L0139,U0185,One of the best Airbnbs we have stayed at. The location near Fullerton L made getting around so easy.
R00664,L0139,U0185,The TV was great but the bathroom could use some work. Neighborhood is lively which is a plus and a minus.
R00665,L0139,U0137,Amazing stay! We could walk to Museum of Science and Industry in under 15 minutes. The apartment had everything we needed.
R00666,L0140,U0077,Spacious and well-maintained. Walking distance to Civic Center Metrorail and several great restaurants. Highly recommend for anyone visiting Miami.
R00667,L0140,U0077,Stayed here for a week and loved every minute. South Beach has so much character. Great coffee shops nearby.
R00668,L0140,U0077,The Hot tub was great but the bathroom could use some work. Neighborhood is lively which is a plus and a minus.
R00669,L0140,U0077,Couldn't have asked for a better stay. The Hot tub was perfect and South Beach was right around the corner.
R00670,L0140,U0161,Perfect for our business trip. Close to South Beach and the host was incredibly responsive. Highly recommend.
R00671,L0141,U0173,Amazing stay! We could walk to Lincoln Park Zoo in under 15 minutes. The apartment had everything we needed.
R00672,L0141,U0041,Fantastic place for a romantic getaway. The BBQ grill was a highlight and the neighborhood felt very safe.
R00673,L0141,U0181,Stayed here for a week and loved every minute. Logan Square has so much character. Great coffee shops nearby.
R00674,L0141,U0031,Good location near Roosevelt L but the apartment was smaller than expected. The BBQ grill was nice though.
R00675,L0141,U0181,Too far from public transit. The walk to Roosevelt L was much longer than the listing claimed.
R00676,L0142,U0075,"Wonderful host, beautiful space in Chelsea. Loved having Gym access available. Will be back!"
R00677,L0142,U0191,Solid place to stay for the price. Getting to Broadway Theater District took longer than expected but otherwise no complaints.
R00678,L0142,U0152,Pretty good overall. Close to Canal St which was essential. Would have liked more kitchen supplies.
R00679,L0142,U0046,Beautiful apartment in a great part of New York. The host thought of everything. Five stars all around.
R00680,L0143,U0185,The neighborhood (Logan Square) did not feel safe at night. Would not recommend for families.
R00681,L0143,U0099,"Exactly as described. Clean, spacious, and the Fire extinguisher was a nice touch. Great value for Chicago."
R00682,L0143,U0099,The place was clean and functional. Not as close to Museum of Science and Industry as I expected but transit was accessible.
R00683,L0143,U0099,Fine for a short stay. The Fire extinguisher worked well but the street noise at night was noticeable.
R00684,L0143,U0185,The Fire extinguisher was great but the bathroom could use some work. Neighborhood is lively which is a plus and a minus.
R00685,L0143,U0099,Super cozy place with all the amenities you could want. Logan Square is such a fun area to explore.
R00686,L0144,U0099,Stayed here for a week and loved every minute. Gold Coast has so much character. Great coffee shops nearby.
R00687,L0144,U0099,Fine for a short stay. The Dishwasher worked well but the street noise at night was noticeable.
R00688,L0144,U0099,Beautiful apartment in a great part of Chicago. The host thought of everything. Five stars all around.
R00689,L0144,U0099,Loved this place! The neighborhood (Gold Coast) was vibrant and walkable. Dishwasher made the stay so comfortable.
R00690,L0144,U0099,Average Airbnb experience. Clean and safe area in Gold Coast. Nothing special but nothing bad either.
R00691,L0145,U0200,Amazing stay! We could walk to Newbury Street in under 15 minutes. The apartment had everything we needed.
R00692,L0145,U0156,Location is convenient but the apartment felt a bit dated. Back Bay has great restaurants though which made up for it.
R00693,L0145,U0200,Good location near Haymarket but the apartment was smaller than expected. The Coffee maker was nice though.
R00694,L0145,U0200,"Great location, just 4 minutes from Haymarket. The Coffee maker was a huge plus. Would definitely stay here again!"
R00695,L0145,U0200,Spacious and well-maintained. Walking distance to Haymarket and several great restaurants. Highly recommend for anyone visiting Boston.
R00696,L0146,U0038,This was our second time booking this place and it was just as great. Love the Coral Gables area.
R00697,L0146,U0156,Loved this place! The neighborhood (Coral Gables) was vibrant and walkable. Smoke alarm made the stay so comfortable.
R00698,L0146,U0038,"Great location, just 13 minutes from Government Center Metrorail. The Smoke alarm was a huge plus. Would definitely stay here again!"
R00699,L0146,U0156,Location is convenient but the apartment felt a bit dated. Coral Gables has great restaurants though which made up for it.
R00700,L0147,U0161,Nice host and good communication. The space itself was okay but not extraordinary for the price in Chicago.
R00701,L0147,U0007,Stayed here for a week and loved every minute. Loop has so much character. Great coffee shops nearby.
R00702,L0147,U0029,"Wonderful host, beautiful space in Loop. Loved having Pet friendly available. Will be back!"
R00703,L0147,U0029,Fantastic place for a family getaway. The Pet friendly was a highlight and the neighborhood felt very safe.
R00704,L0147,U0161,Location is convenient but the apartment felt a bit dated. Loop has great restaurants though which made up for it.
R00705,L0148,U0175,"Exactly as described. Clean, spacious, and the WiFi was a nice touch. Great value for Boston."
R00706,L0148,U0024,This was our second time booking this place and it was just as great. Love the Seaport area.
R00707,L0148,U0019,One of the best Airbnbs we have stayed at. The location near Back Bay Station made getting around so easy.
R00708,L0148,U0184,Loved this place! The neighborhood (Seaport) was vibrant and walkable. WiFi made the stay so comfortable.
R00709,L0149,U0003,Average Airbnb experience. Clean and safe area in Fenway-Kenmore. Nothing special but nothing bad either.
R00710,L0149,U0188,Had issues with cleanliness. Found the kitchen poorly stocked and the Coffee maker was not working properly.
R00711,L0149,U0126,Loved this place! The neighborhood (Fenway-Kenmore) was vibrant and walkable. Coffee maker made the stay so comfortable.
R00712,L0150,U0037,The place was clean and functional. Not as close to Harvard Yard as I expected but transit was accessible.
R00713,L0150,U0003,One of the best Airbnbs we have stayed at. The location near Charles/MGH made getting around so easy.
R00714,L0150,U0158,Couldn't have asked for a better stay. The Workspace was perfect and Harvard Yard was right around the corner.
R00715,L0150,U0003,Good location near Charles/MGH but the apartment was smaller than expected. The Workspace was nice though.
R00716,L0150,U0003,Fantastic place for a romantic getaway. The Workspace was a highlight and the neighborhood felt very safe.
R00717,L0150,U0156,Spacious and well-maintained. Walking distance to Charles/MGH and several great restaurants. Highly recommend for anyone visiting Boston.
R00718,L0150,U0165,Couldn't have asked for a better stay. The Workspace was perfect and Harvard Yard was right around the corner.
R00719,L0151,U0141,Average Airbnb experience. Clean and safe area in North Beach. Nothing special but nothing bad either.
R00720,L0151,U0100,Fine for a short stay. The Pool worked well but the street noise at night was noticeable.
R00721,L0151,U0141,"Noisy, cramped, and overpriced. I expected much better based on the reviews. Would not book again."
R00722,L0151,U0141,Spacious and well-maintained. Walking distance to 24th St Mission BART and several great restaurants. Highly recommend for anyone visiting San Francisco.
R00723,L0151,U0027,Perfect for our leisure trip. Close to Lombard Street and the host was incredibly responsive. Highly recommend.
R00724,L0151,U0100,Perfect for our leisure trip. Close to Lombard Street and the host was incredibly responsive. Highly recommend.
R00725,L0151,U0100,Average Airbnb experience. Clean and safe area in North Beach. Nothing special but nothing bad either.
R00726,L0152,U0213,Loved this place! The neighborhood (Pacific Heights) was vibrant and walkable. Pool made the stay so comfortable.
R00727,L0152,U0040,"Exactly as described. Clean, spacious, and the Pool was a nice touch. Great value for San Francisco."
R00728,L0152,U0040,Not worth the price for San Francisco. The Pool was broken and it took days to get a response from the host.
R00729,L0152,U0040,Host was unresponsive when we had an issue with the lock. Took over 4 hours to resolve. Frustrating experience.
R00730,L0152,U0213,Disappointing stay. The listing photos made it look much bigger than it actually is. Far from Ferry Building.
R00731,L0152,U0213,Location is convenient but the apartment felt a bit dated. Pacific Heights has great restaurants though which made up for it.
R00732,L0152,U0040,"Great location, just 12 minutes from Balboa Park BART. The Pool was a huge plus. Would definitely stay here again!"
R00733,L0153,U0216,Fine for a short stay. The BBQ grill worked well but the street noise at night was noticeable.
R00734,L0153,U0068,Couldn't have asked for a better stay. The BBQ grill was perfect and Museum of Fine Arts was right around the corner.
R00735,L0154,U0157,Couldn't have asked for a better stay. The Heating was perfect and Oracle Park was right around the corner.
R00736,L0154,U0109,This was our second time booking this place and it was just as great. Love the Sunset District area.
R00737,L0154,U0109,Loved this place! The neighborhood (Sunset District) was vibrant and walkable. Heating made the stay so comfortable.
R00738,L0154,U0109,Couldn't have asked for a better stay. The Heating was perfect and Oracle Park was right around the corner.
R00739,L0154,U0109,Not worth the price for San Francisco. The Heating was broken and it took days to get a response from the host.
R00740,L0154,U0040,Super cozy place with all the amenities you could want. Sunset District is such a fun area to explore.
R00741,L0154,U0040,The space was immaculate and the location is unbeatable. Easy access to Oracle Park and great local dining.
R00742,L0155,U0143,Beautiful apartment in a great part of Miami. The host thought of everything. Five stars all around.
R00743,L0155,U0237,Stayed here for a week and loved every minute. Edgewater has so much character. Great coffee shops nearby.
R00744,L0155,U0237,Perfect for our business trip. Close to Key Biscayne Beach and the host was incredibly responsive. Highly recommend.
R00745,L0155,U0057,Spacious and well-maintained. Walking distance to Brickell Metrorail and several great restaurants. Highly recommend for anyone visiting Miami.
R00746,L0155,U0237,Amazing stay! We could walk to Key Biscayne Beach in under 15 minutes. The apartment had everything we needed.
R00747,L0155,U0057,Nice host and good communication. The space itself was okay but not extraordinary for the price in Miami.
R00748,L0156,U0212,Fantastic place for a leisure getaway. The Hair dryer was a highlight and the neighborhood felt very safe.
R00749,L0156,U0202,"Noisy, cramped, and overpriced. I expected much better based on the reviews. Would not book again."
R00750,L0157,U0249,"Exactly as described. Clean, spacious, and the Dryer was a nice touch. Great value for Boston."
R00751,L0157,U0149,"Wonderful host, beautiful space in Beacon Hill. Loved having Dryer available. Will be back!"
R00752,L0158,U0121,This was our second time booking this place and it was just as great. Love the Lakeview area.
R00753,L0158,U0176,The place was clean and functional. Not as close to Millennium Park as I expected but transit was accessible.
R00754,L0158,U0060,Spacious and well-maintained. Walking distance to Clark/Lake L and several great restaurants. Highly recommend for anyone visiting Chicago.
R00755,L0158,U0109,"Wonderful host, beautiful space in Lakeview. Loved having Iron available. Will be back!"
R00756,L0158,U0034,The Iron was great but the bathroom could use some work. Neighborhood is lively which is a plus and a minus.
R00757,L0159,U0219,Pretty good overall. Close to Jay St-MetroTech which was essential. Would have liked more kitchen supplies.
R00758,L0159,U0219,Pretty good overall. Close to Jay St-MetroTech which was essential. Would have liked more kitchen supplies.
R00759,L0159,U0219,This was our second time booking this place and it was just as great. Love the East Village area.
R00760,L0159,U0052,The Pool was great but the bathroom could use some work. Neighborhood is lively which is a plus and a minus.
R00761,L0160,U0033,Decent stay overall. Midtown is a great area but the listing could use some updating. Still decent value.
R00762,L0160,U0033,Super cozy place with all the amenities you could want. Midtown is such a fun area to explore.
R00763,L0160,U0033,"Exactly as described. Clean, spacious, and the Pool was a nice touch. Great value for Miami."
R00764,L0160,U0033,Beautiful apartment in a great part of Miami. The host thought of everything. Five stars all around.
R00765,L0160,U0033,Spacious and well-maintained. Walking distance to Civic Center Metrorail and several great restaurants. Highly recommend for anyone visiting Miami.
R00766,L0160,U0187,Couldn't have asked for a better stay. The Pool was perfect and Wynwood Walls was right around the corner.
R00767,L0161,U0177,Amazing stay! We could walk to Chicago Riverwalk in under 15 minutes. The apartment had everything we needed.
R00768,L0161,U0106,Couldn't have asked for a better stay. The Crib was perfect and Chicago Riverwalk was right around the corner.
R00769,L0161,U0106,Not worth the price for Chicago. The Crib was broken and it took days to get a response from the host.
R00770,L0161,U0177,Fine for a short stay. The Crib worked well but the street noise at night was noticeable.
R00771,L0162,U0115,Super cozy place with all the amenities you could want. Lakeview is such a fun area to explore.
R00772,L0162,U0230,Good location near Merchandise Mart L but the apartment was smaller than expected. The Dishwasher was nice though.
R00773,L0162,U0230,The space was immaculate and the location is unbeatable. Easy access to Millennium Park and great local dining.
R00774,L0162,U0115,Super cozy place with all the amenities you could want. Lakeview is such a fun area to explore.
R00775,L0162,U0230,Beautiful apartment in a great part of Chicago. The host thought of everything. Five stars all around.
R00776,L0163,U0059,Location is convenient but the apartment felt a bit dated. Midtown has great restaurants though which made up for it.
R00777,L0163,U0059,The place was clean and functional. Not as close to Perez Art Museum as I expected but transit was accessible.
R00778,L0163,U0069,Amazing stay! We could walk to Perez Art Museum in under 15 minutes. The apartment had everything we needed.
R00779,L0163,U0059,Fine for a short stay. The Smoke alarm worked well but the street noise at night was noticeable.
R00780,L0163,U0069,Spacious and well-maintained. Walking distance to Wynwood Trolley Stop and several great restaurants. Highly recommend for anyone visiting Miami.
R00781,L0163,U0059,One of the best Airbnbs we have stayed at. The location near Wynwood Trolley Stop made getting around so easy.
R00782,L0164,U0144,Disappointing stay. The listing photos made it look much bigger than it actually is. Far from Wrigley Field.
R00783,L0164,U0041,The listing description was misleading. Said walking distance to Wrigley Field but it was over 30 minutes on foot.
R00784,L0164,U0224,Fine for a short stay. The BBQ grill worked well but the street noise at night was noticeable.
R00785,L0164,U0144,Nice host and good communication. The space itself was okay but not extraordinary for the price in Chicago.
R00786,L0164,U0012,Stayed here for a week and loved every minute. Pilsen has so much character. Great coffee shops nearby.
R00787,L0164,U0012,Spacious and well-maintained. Walking distance to Roosevelt L and several great restaurants. Highly recommend for anyone visiting Chicago.
R00788,L0165,U0176,Amazing stay! We could walk to Lombard Street in under 15 minutes. The apartment had everything we needed.
R00789,L0165,U0176,Disappointing stay. The listing photos made it look much bigger than it actually is. Far from Lombard Street.
R00790,L0165,U0176,Pretty good overall. Close to 16th St Mission BART which was essential. Would have liked more kitchen supplies.
R00791,L0165,U0176,This was our second time booking this place and it was just as great. Love the Marina District area.
R00792,L0165,U0176,Stayed here for a week and loved every minute. Marina District has so much character. Great coffee shops nearby.
R00793,L0165,U0176,Not worth the price for San Francisco. The EV charger was broken and it took days to get a response from the host.
R00794,L0166,U0062,Spacious and well-maintained. Walking distance to Glen Park BART and several great restaurants. Highly recommend for anyone visiting San Francisco.
R00795,L0166,U0062,Disappointing stay. The listing photos made it look much bigger than it actually is. Far from Fisherman's Wharf.
R00796,L0166,U0062,Decent stay overall. North Beach is a great area but the listing could use some updating. Still decent value.
R00797,L0166,U0062,Nice host and good communication. The space itself was okay but not extraordinary for the price in San Francisco.
R00798,L0167,U0151,This was our second time booking this place and it was just as great. Love the Chelsea area.
R00799,L0167,U0151,Nice host and good communication. The space itself was okay but not extraordinary for the price in New York.
R00800,L0167,U0151,Disappointing stay. The listing photos made it look much bigger than it actually is. Far from Broadway Theater District.
R00801,L0167,U0151,One of the best Airbnbs we have stayed at. The location near Canal St made getting around so easy.
R00802,L0168,U0026,Too far from public transit. The walk to Merchandise Mart L was much longer than the listing claimed.
R00803,L0168,U0026,Amazing stay! We could walk to Chicago Riverwalk in under 15 minutes. The apartment had everything we needed.
R00804,L0168,U0083,The Hot tub was great but the bathroom could use some work. Neighborhood is lively which is a plus and a minus.
R00805,L0168,U0026,Beautiful apartment in a great part of Chicago. The host thought of everything. Five stars all around.
R00806,L0169,U0177,Loved this place! The neighborhood (Logan Square) was vibrant and walkable. Carbon monoxide alarm made the stay so comfortable.
R00807,L0169,U0177,"Great location, just 21 minutes from Belmont L. The Carbon monoxide alarm was a huge plus. Would definitely stay here again!"
R00808,L0169,U0177,"Wonderful host, beautiful space in Logan Square. Loved having Carbon monoxide alarm available. Will be back!"
R00809,L0170,U0078,The space was immaculate and the location is unbeatable. Easy access to Chicago Riverwalk and great local dining.
R00810,L0170,U0078,Perfect for our family trip. Close to Chicago Riverwalk and the host was incredibly responsive. Highly recommend.
R00811,L0170,U0078,Solid place to stay for the price. Getting to Chicago Riverwalk took longer than expected but otherwise no complaints.
R00812,L0170,U0078,Amazing stay! We could walk to Chicago Riverwalk in under 15 minutes. The apartment had everything we needed.
R00813,L0170,U0078,Good location near Merchandise Mart L but the apartment was smaller than expected. The Pet friendly was nice though.
R00814,L0171,U0160,The listing description was misleading. Said walking distance to Golden Gate Park but it was over 30 minutes on foot.
R00815,L0171,U0239,Pretty good overall. Close to Embarcadero BART which was essential. Would have liked more kitchen supplies.
R00816,L0171,U0067,The place was clean and functional. Not as close to Golden Gate Park as I expected but transit was accessible.
R00817,L0171,U0042,Beautiful apartment in a great part of San Francisco. The host thought of everything. Five stars all around.
R00818,L0171,U0073,"Great location, just 12 minutes from Embarcadero BART. The Fire extinguisher was a huge plus. Would definitely stay here again!"
R00819,L0171,U0027,Not worth the price for San Francisco. The Fire extinguisher was broken and it took days to get a response from the host.
R00820,L0171,U0016,The neighborhood (Nob Hill) did not feel safe at night. Would not recommend for families.
R00821,L0171,U0197,One of the best Airbnbs we have stayed at. The location near Embarcadero BART made getting around so easy.
R00822,L0172,U0046,Amazing stay! We could walk to Boston Common in under 15 minutes. The apartment had everything we needed.
R00823,L0172,U0046,Fantastic place for a business getaway. The EV charger was a highlight and the neighborhood felt very safe.
R00824,L0172,U0046,The space was immaculate and the location is unbeatable. Easy access to Boston Common and great local dining.
R00825,L0173,U0048,Fantastic place for a romantic getaway. The Hot tub was a highlight and the neighborhood felt very safe.
R00826,L0173,U0048,"Exactly as described. Clean, spacious, and the Hot tub was a nice touch. Great value for Boston."
R00827,L0173,U0048,The space was immaculate and the location is unbeatable. Easy access to Harvard Yard and great local dining.
R00828,L0173,U0041,This was our second time booking this place and it was just as great. Love the Charlestown area.
R00829,L0174,U0157,"Great location, just 15 minutes from 16th St Mission BART. The Pool was a huge plus. Would definitely stay here again!"
R00830,L0174,U0157,Perfect for our romantic trip. Close to Oracle Park and the host was incredibly responsive. Highly recommend.
R00831,L0174,U0227,Spacious and well-maintained. Walking distance to 16th St Mission BART and several great restaurants. Highly recommend for anyone visiting San Francisco.
R00832,L0174,U0157,Loved this place! The neighborhood (Richmond District) was vibrant and walkable. Pool made the stay so comfortable.
R00833,L0174,U0145,Spacious and well-maintained. Walking distance to 16th St Mission BART and several great restaurants. Highly recommend for anyone visiting San Francisco.
R00834,L0174,U0145,Fantastic place for a romantic getaway. The Pool was a highlight and the neighborhood felt very safe.
R00835,L0175,U0023,"Exactly as described. Clean, spacious, and the Heating was a nice touch. Great value for New York."
R00836,L0175,U0038,Beautiful apartment in a great part of New York. The host thought of everything. Five stars all around.
R00837,L0175,U0213,"Great location, just 15 minutes from Columbus Circle. The Heating was a huge plus. Would definitely stay here again!"
R00838,L0175,U0038,The place was clean and functional. Not as close to Broadway Theater District as I expected but transit was accessible.
R00839,L0176,U0171,The listing description was misleading. Said walking distance to Times Square but it was over 30 minutes on foot.
R00840,L0176,U0171,The neighborhood (Upper West Side) did not feel safe at night. Would not recommend for families.
R00841,L0176,U0102,Fine for a short stay. The Coffee maker worked well but the street noise at night was noticeable.
R00842,L0177,U0032,Loved this place! The neighborhood (Charlestown) was vibrant and walkable. Dishwasher made the stay so comfortable.
R00843,L0177,U0032,Spacious and well-maintained. Walking distance to Kenmore and several great restaurants. Highly recommend for anyone visiting Boston.
R00844,L0177,U0032,Beautiful apartment in a great part of Boston. The host thought of everything. Five stars all around.
R00845,L0177,U0032,Perfect for our business trip. Close to Newbury Street and the host was incredibly responsive. Highly recommend.
R00846,L0178,U0195,Location is convenient but the apartment felt a bit dated. North Beach has great restaurants though which made up for it.
R00847,L0178,U0195,The space was immaculate and the location is unbeatable. Easy access to Chinatown and great local dining.
R00848,L0178,U0093,Perfect for our leisure trip. Close to Chinatown and the host was incredibly responsive. Highly recommend.
R00849,L0178,U0195,This was our second time booking this place and it was just as great. Love the North Beach area.
R00850,L0178,U0195,Loved this place! The neighborhood (North Beach) was vibrant and walkable. Air conditioning made the stay so comfortable.
R00851,L0179,U0150,"Exactly as described. Clean, spacious, and the Free parking was a nice touch. Great value for Miami."
R00852,L0179,U0020,Average Airbnb experience. Clean and safe area in Design District. Nothing special but nothing bad either.
R00853,L0179,U0020,Disappointing stay. The listing photos made it look much bigger than it actually is. Far from Everglades Day Trip.
R00854,L0180,U0209,Couldn't have asked for a better stay. The EV charger was perfect and Pier 39 was right around the corner.
R00855,L0180,U0209,Stayed here for a week and loved every minute. Marina District has so much character. Great coffee shops nearby.
R00856,L0180,U0209,Fantastic place for a family getaway. The EV charger was a highlight and the neighborhood felt very safe.
R00857,L0180,U0209,Pretty good overall. Close to Embarcadero BART which was essential. Would have liked more kitchen supplies.
